UTC adjusted datetime Column,GPS_Latitude,GPS_Longitude,Predicted Mud Condition
17/01/2025 7:47,-12.945847,141.638458,0.12252205521237158
17/01/2025 7:47,-12.945827,141.638657,1.5129567272525524
17/01/2025 7:46,-12.94582,141.638824,1.596646384212451
17/01/2025 7:46,-12.945808,141.639008,2.617518047313114
17/01/2025 7:45,-12.945771,141.639191,0.5863054635786478
17/01/2025 7:45,-12.945766,141.639374,0.22831699584598275
17/01/2025 7:45,-12.94576,141.639481,2.208800451262103
17/01/2025 7:44,-12.94576,141.639709,-0.09777733186686266
17/01/2025 7:44,-12.94574,141.639893,0.8601812418590713
17/01/2025 7:43,-12.945737,141.64006,0.6882516768607032
17/01/2025 7:43,-12.945722,141.640167,-0.21487018814018644
17/01/2025 7:42,-12.945717,141.640259,1.39861961210759
17/01/2025 7:42,-12.945702,141.640366,1.7897093660424415
17/01/2025 7:42,-12.945699,141.640442,0.5528304791463119
17/01/2025 7:41,-12.9457,141.640564,4.008359239660869
17/01/2025 7:41,-12.945706,141.64064,1.1108044524977991
17/01/2025 7:40,-12.945695,141.640671,1.6267176621654396
17/01/2025 7:40,-12.945705,141.640518,2.0082414493817478
17/01/2025 7:40,-12.945705,141.64035,2.61087000605094
17/01/2025 7:39,-12.945713,141.640213,1.1810243849032558
17/01/2025 7:39,-12.945726,141.640091,1.1514438764600219
17/01/2025 7:38,-12.945733,141.639999,0.45503955053513545
17/01/2025 7:38,-12.945731,141.639862,-0.6130098900555487
17/01/2025 7:37,-12.945753,141.63974,-0.9526248008641138
17/01/2025 7:37,-12.945757,141.639587,3.3463987953872807
17/01/2025 7:37,-12.945777,141.639389,4.017927917457801
17/01/2025 7:36,-12.945785,141.639221,2.3700524312225886
17/01/2025 7:36,-12.945791,141.639038,3.6012703156228576
17/01/2025 7:35,-12.945811,141.63884,2.996579077239022
17/01/2025 7:35,-12.945813,141.638641,2.048513947860146
17/01/2025 7:35,-12.94582,141.638458,0.5412690776226357
17/01/2025 7:34,-12.945825,141.63829,0.46166749804209983
17/01/2025 7:34,-12.945845,141.638123,0.6280142387254157
17/01/2025 7:33,-12.94586,141.637955,-0.596476677912674
17/01/2025 7:31,-12.945845,141.637894,-0.10703674387916173
17/01/2025 7:31,-12.945862,141.637695,0.11423353210060161
17/01/2025 7:30,-12.945922,141.637512,0.3358503213347048
17/01/2025 7:30,-12.945996,141.637482,-1.0717492860582092
17/01/2025 7:30,-12.945985,141.63765,-1.1676404356564585
17/01/2025 7:29,-12.945978,141.637802,-0.7848233086815743
17/01/2025 7:28,-12.945971,141.638016,-1.0609397747715268
17/01/2025 7:28,-12.945962,141.638138,-0.8445054571283261
17/01/2025 7:27,-12.945953,141.638275,-0.9968992944054333
17/01/2025 7:27,-12.94595,141.638397,-1.0985587657456173
17/01/2025 7:27,-12.945942,141.638535,-1.0705933090166138
17/01/2025 7:26,-12.945923,141.638672,0.024920106428022448
17/01/2025 7:26,-12.945922,141.638809,0.1791383697310791
17/01/2025 7:25,-12.945909,141.638947,0.4231875172049855
17/01/2025 7:25,-12.945902,141.639023,1.0845051886438961
17/01/2025 7:25,-12.9459,141.63916,0.34995380727404135
17/01/2025 7:24,-12.945887,141.639282,0.6243740536908964
17/01/2025 7:24,-12.945873,141.639404,1.105558570930472
17/01/2025 7:23,-12.945867,141.639542,0.1866329564453557
17/01/2025 7:23,-12.945855,141.639694,0.08189617126697035
17/01/2025 7:22,-12.945844,141.639801,-1.146320102539646
17/01/2025 7:22,-12.945837,141.639908,-1.0524992021403654
17/01/2025 7:22,-12.945835,141.640015,-0.9400667324087024
17/01/2025 7:21,-12.945825,141.640121,-1.670931399906043
17/01/2025 7:21,-12.945837,141.64006,-0.9778076487259884
17/01/2025 6:57,-12.945973,141.639114,3.1360955083212336
17/01/2025 6:56,-12.946009,141.638657,0.318127070863623
17/01/2025 6:42,-12.946015,141.639801,-0.9356743282703182
17/01/2025 6:41,-12.945975,141.640289,-0.027886207544774555
17/01/2025 6:39,-12.945949,141.64061,2.6775918699711427
17/01/2025 6:37,-12.946,141.640015,-0.603088609283779
17/01/2025 6:34,-12.946087,141.638977,1.182261586170173
17/01/2025 6:32,-12.946132,141.638229,0.33058841159136443
17/01/2025 6:31,-12.94618,141.637497,-0.17570583823601416
17/01/2025 6:27,-12.946319,141.637283,-0.6750011337989181
17/01/2025 6:26,-12.94627,141.637863,-1.0099933906514247
17/01/2025 6:24,-12.946223,141.638412,-0.5057136241227149
17/01/2025 6:22,-12.946165,141.639008,0.2460711870590182
17/01/2025 6:21,-12.946132,141.639572,3.4656076175167927
17/01/2025 5:59,-12.946132,141.639496,3.0506966954256702
